Id,Lat,Lon,Hrapy,Hrapx,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117
183834,24.5539,-81.8155,126,1032,0.17,0.23,0.26,0.15,0.65,0.66,1.28,0.93,0.44,0.17,0.08,0.06,0.3,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183837,24.5155,-81.717,126,1035,0.11,0.43,0.24,0.49,0.51,0.73,0.8,0.63,0.17,0.15,0.16,0.22,1.84,1.17,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183840,24.4769,-81.6188,126,1038,0.15,0.31,0.42,0.57,0.5,0.77,0.57,0.34,0.17,0.25,0.29,2.02,0.49,0.03,0.02,0.0,0.02,0.0,0.03,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188556,24.7202,-81.9708,129,1026,0.03,0.1,0.07,0.1,0.31,0.2,0.25,1.23,0.78,0.83,0.64,0.1,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188559,24.682,-81.8719,129,1029,0.17,0.09,0.09,0.17,0.4,0.32,0.46,1.41,0.83,0.57,0.2,0.05,0.12,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188562,24.6436,-81.7732,129,1032,0.13,0.16,0.16,0.14,0.45,0.4,0.89,1.18,0.56,0.26,0.1,0.06,0.55,0.44,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188565,24.605,-81.6746,129,1035,0.15,0.49,0.27,0.29,0.67,0.67,1.09,0.94,0.36,0.17,0.16,0.22,2.25,2.82,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188568,24.5663,-81.5762,129,1038,0.14,0.46,0.38,0.65,0.49,0.65,0.83,0.52,0.21,0.23,0.22,1.56,1.66,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188571,24.5275,-81.4779,129,1041,0.18,0.49,0.4,0.59,0.33,0.8,0.52,0.25,0.25,0.4,0.28,3.21,0.27,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193290,24.7333,-81.7308,132,1032,0.09,0.11,0.09,0.12,0.43,0.35,0.67,1.36,0.64,0.44,0.17,0.09,0.28,0.36,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193293,24.6946,-81.6321,132,1035,0.19,0.23,0.13,0.24,0.54,0.43,0.93,1.08,0.35,0.28,0.14,0.17,0.92,3.23,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193296,24.6558,-81.5335,132,1038,0.14,0.61,0.25,0.45,0.66,0.65,1.48,0.89,0.36,0.31,0.25,0.68,3.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193299,24.6169,-81.4351,132,1041,0.12,0.44,0.23,0.72,0.26,0.8,0.79,0.4,0.3,0.36,0.25,1.66,3.21,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193302,24.5778,-81.3369,132,1044,0.18,0.35,0.29,0.58,0.24,0.78,0.51,0.2,0.25,0.39,0.19,1.99,3.72,1.53,0.05,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198021,24.7842,-81.5894,135,1035,0.1,0.13,0.09,0.14,0.4,0.42,0.85,1.4,0.58,0.42,0.25,0.15,0.33,1.47,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198024,24.7454,-81.4907,135,1038,0.24,0.36,0.15,0.48,0.53,0.44,0.98,1.02,0.42,0.35,0.28,0.22,0.86,3.75,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198027,24.7063,-81.3922,135,1041,0.1,0.43,0.17,0.57,0.36,0.53,0.86,0.74,0.27,0.34,0.31,0.36,2.27,3.9,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198030,24.6672,-81.2938,135,1044,0.11,0.36,0.17,0.61,0.22,0.65,0.72,0.37,0.27,0.35,0.28,0.54,2.48,4.44,1.5,0.03,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198033,24.6278,-81.1955,135,1047,0.17,0.22,0.25,0.59,0.15,0.57,0.57,0.22,0.32,0.38,0.23,0.36,1.52,2.86,1.87,0.34,0.0,0.01,0.02,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198036,24.5884,-81.0974,135,1050,0.14,0.4,0.26,0.44,0.25,0.48,0.44,0.23,0.27,0.41,0.17,0.15,0.54,0.7,0.28,0.33,0.04,0.03,0.02,0.03,0.0,0.0,0.14,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202749,24.874,-81.5466,138,1035,0.07,0.11,0.08,0.2,0.5,0.17,0.37,1.3,0.89,0.66,0.34,0.32,0.16,0.18,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
202752,24.835,-81.4477,138,1038,0.1,0.12,0.1,0.21,0.29,0.34,0.68,1.06,0.69,0.43,0.4,0.28,0.2,0.83,0.96,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202755,24.7958,-81.349,138,1041,0.14,0.25,0.14,0.36,0.34,0.37,0.82,0.8,0.5,0.34,0.51,0.22,0.18,1.4,1.75,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202758,24.7565,-81.2505,138,1044,0.12,0.34,0.12,0.33,0.29,0.47,0.78,0.55,0.38,0.38,0.54,0.18,0.17,1.18,2.64,0.39,0.0,0.0,0.03,0.02,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202761,24.7171,-81.1521,138,1047,0.13,0.23,0.1,0.48,0.19,0.48,0.76,0.32,0.31,0.46,0.55,0.14,0.09,0.3,0.79,0.75,0.0,0.02,0.03,0.02,0.02,0.0,0.03,0.02,0.0,0.01,0.03,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202764,24.6776,-81.0539,138,1050,0.13,0.19,0.18,0.5,0.13,0.51,0.58,0.17,0.32,0.47,0.52,0.17,0.09,0.13,0.13,0.2,0.02,0.03,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202767,24.6379,-80.9558,138,1053,0.12,0.17,0.13,0.3,0.11,0.42,0.42,0.18,0.33,0.6,0.63,0.23,0.09,0.17,0.17,0.17,0.14,0.06,0.0,0.02,0.02,0.0,0.1,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
207486,24.846,-81.2071,141,1044,0.14,0.15,0.14,0.3,0.23,0.29,0.77,0.67,0.7,0.47,0.51,0.69,0.17,0.1,1.28,5.08,0.14,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207489,24.8065,-81.1086,141,1047,0.1,0.19,0.09,0.32,0.2,0.34,0.77,0.52,0.52,0.39,0.61,0.67,0.12,0.16,0.12,0.66,0.0,0.02,0.02,0.02,0.0,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207492,24.7668,-81.0102,141,1050,0.1,0.16,0.1,0.3,0.15,0.4,0.73,0.36,0.38,0.49,0.66,0.47,0.11,0.16,0.08,0.1,0.02,0.05,0.03,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
207495,24.727,-80.912,141,1053,0.14,0.14,0.08,0.29,0.12,0.37,0.63,0.29,0.34,0.58,0.57,0.36,0.25,0.21,0.54,0.3,0.21,0.08,0.0,0.02,0.01,0.01,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
212217,24.8959,-81.0649,144,1047,0.12,0.13,0.11,0.28,0.14,0.34,0.43,0.56,0.8,0.43,0.43,0.6,0.37,0.19,0.07,0.17,0.03,0.02,0.03,0.02,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212220,24.8561,-80.9664,144,1050,0.09,0.09,0.05,0.28,0.13,0.26,0.49,0.48,0.62,0.35,0.52,0.67,0.59,0.19,0.11,0.14,0.04,0.08,0.04,0.05,0.0,0.0,0.04,0.01,0.0,0.02,0.02,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212223,24.8162,-80.868,144,1053,0.11,0.08,0.04,0.29,0.11,0.29,0.44,0.38,0.47,0.32,0.45,0.57,0.42,0.24,0.51,0.97,0.43,0.15,0.01,0.03,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
212226,24.7762,-80.7698,144,1056,0.14,0.12,0.06,0.26,0.09,0.3,0.44,0.33,0.43,0.29,0.51,0.6,0.43,0.26,0.1,0.4,0.38,0.11,0.05,0.03,0.03,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
216939,25.0647,-81.2188,147,1041,0.1,0.11,0.18,0.19,0.32,0.12,0.28,0.81,0.5,0.75,0.65,0.49,0.54,0.27,0.08,0.98,0.8,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.02,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216942,25.0251,-81.1199,147,1044,0.09,0.07,0.17,0.17,0.25,0.1,0.32,0.64,0.51,0.71,0.55,0.45,0.54,0.26,0.09,0.21,0.13,0.0,0.03,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216948,24.9455,-80.9224,147,1050,0.09,0.07,0.07,0.36,0.14,0.17,0.4,0.37,0.59,0.48,0.44,0.48,0.42,0.33,0.39,0.47,0.17,0.07,0.05,0.05,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216951,24.9054,-80.8239,147,1053,0.1,0.08,0.06,0.34,0.09,0.21,0.42,0.3,0.58,0.42,0.4,0.53,0.42,0.33,0.21,0.47,0.37,0.25,0.02,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216954,24.8653,-80.7256,147,1056,0.11,0.08,0.04,0.35,0.09,0.22,0.41,0.25,0.52,0.34,0.33,0.52,0.71,0.38,0.15,0.24,0.31,0.34,0.11,0.03,0.03,0.0,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
216957,24.825,-80.6274,147,1059,0.12,0.08,0.05,0.32,0.08,0.23,0.33,0.19,0.38,0.33,0.29,0.37,0.7,0.37,0.29,0.25,0.25,0.17,0.11,0.08,0.0,0.05,0.02,0.04,0.0,0.0,0.02,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221664,25.194,-81.2743,150,1038,0.1,0.1,0.12,0.29,0.11,0.15,0.22,0.38,0.33,0.59,0.4,0.41,0.34,0.47,0.11,0.31,0.89,0.53,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.06,0.0,0.0,0.01,0.0,0.02,0.04,0.0,0.03,0.0,0.0,0.0,0.0
221667,25.1544,-81.1751,150,1041,0.09,0.14,0.33,0.14,0.2,0.16,0.29,0.47,0.43,0.7,0.49,0.44,0.35,0.58,0.13,0.2,0.16,0.02,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.03,0.05,0.0,0.06,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
221670,25.1147,-81.076,150,1044,0.12,0.13,0.86,0.12,0.29,0.18,0.35,0.57,0.31,0.67,0.48,0.43,0.38,0.54,0.17,0.23,0.09,0.0,0.04,0.02,0.0,0.02,0.01,0.0,0.02,0.02,0.01,0.01,0.05,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221673,25.0748,-80.9771,150,1047,0.08,0.09,0.29,0.12,0.35,0.16,0.36,0.53,0.3,0.64,0.49,0.44,0.44,0.5,0.35,0.36,0.18,0.04,0.05,0.03,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221676,25.0349,-80.8783,150,1050,0.07,0.07,0.12,0.14,0.18,0.12,0.32,0.44,0.33,0.66,0.3,0.41,0.42,0.54,0.36,0.68,0.4,0.23,0.06,0.05,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221679,24.9947,-80.7796,150,1053,0.1,0.06,0.07,0.21,0.17,0.14,0.37,0.35,0.33,0.64,0.29,0.3,0.51,0.61,0.25,0.34,0.45,0.33,0.09,0.05,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.02,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221682,24.9545,-80.6812,150,1056,0.07,0.07,0.07,0.24,0.13,0.18,0.41,0.24,0.3,0.6,0.28,0.22,0.45,0.6,0.36,0.22,0.24,0.45,0.13,0.04,0.07,0.0,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
221685,24.9141,-80.5828,150,1059,0.1,0.06,0.05,0.24,0.1,0.19,0.38,0.17,0.41,0.52,0.29,0.24,0.41,0.67,0.65,0.33,0.48,0.19,0.08,0.06,0.0,0.03,0.03,0.09,0.0,0.04,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
226392,25.2839,-81.2306,153,1038,0.27,0.12,0.07,0.4,0.09,0.18,0.21,0.32,0.26,0.54,0.56,0.37,0.35,0.56,0.37,0.17,0.11,0.32,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0
226395,25.2442,-81.1312,153,1041,0.16,0.12,0.1,0.58,0.12,0.14,0.28,0.34,0.24,0.62,0.56,0.4,0.36,0.51,0.51,0.33,0.11,0.02,0.02,0.02,0.02,0.03,0.02,0.0,0.01,0.04,0.0,0.0,0.02,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
226398,25.2044,-81.032,153,1044,0.16,0.15,0.27,0.15,0.17,0.16,0.33,0.35,0.27,0.7,0.42,0.36,0.35,0.61,0.5,0.6,0.19,0.04,0.07,0.04,0.01,0.03,0.02,0.02,0.04,0.02,0.04,0.0,0.08,0.02,0.06,0.01,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226401,25.1644,-80.9329,153,1047,0.14,0.19,0.52,0.12,0.18,0.17,0.28,0.41,0.35,0.69,0.36,0.31,0.32,0.8,0.44,0.62,0.48,0.15,0.1,0.03,0.03,0.03,0.0,0.0,0.03,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226404,25.1243,-80.834,153,1050,0.13,0.14,0.54,0.11,0.15,0.18,0.3,0.31,0.34,0.7,0.33,0.22,0.36,0.8,0.39,0.57,0.38,0.28,0.11,0.09,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226407,25.0841,-80.7352,153,1053,0.08,0.06,0.24,0.17,0.17,0.14,0.31,0.27,0.35,0.69,0.33,0.21,0.35,0.78,0.6,0.26,0.46,0.62,0.12,0.05,0.03,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226410,25.0437,-80.6366,153,1056,0.08,0.06,0.14,0.16,0.18,0.15,0.35,0.25,0.27,0.68,0.22,0.25,0.31,0.99,0.84,0.5,0.32,0.21,0.16,0.05,0.04,0.03,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
226413,25.0032,-80.5382,153,1059,0.08,0.06,0.07,0.18,0.24,0.13,0.38,0.18,0.25,0.66,0.26,0.23,0.3,0.95,0.36,0.29,0.69,0.27,0.11,0.08,0.02,0.02,0.03,0.14,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226416,24.9626,-80.4398,153,1062,0.11,0.05,0.05,0.15,0.22,0.15,0.36,0.21,0.32,0.61,0.32,0.18,0.26,0.95,0.44,0.34,1.15,0.37,0.15,0.03,0.03,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231117,25.4135,-81.2864,156,1035,0.34,0.06,0.08,0.16,0.14,0.08,0.1,0.26,0.22,0.34,0.37,0.4,0.21,0.55,0.66,0.33,0.08,0.16,0.07,0.02,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0
231120,25.3738,-81.1867,156,1038,0.34,0.07,0.08,0.33,0.1,0.11,0.15,0.28,0.2,0.43,0.51,0.34,0.25,0.6,0.84,0.47,0.14,0.03,0.08,0.02,0.02,0.0,0.0,0.0,0.01,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.02,0.0,0.02,0.03,0.02,0.03,0.0,0.0,0.04,0.0
231123,25.334,-81.0872,156,1041,0.43,0.09,0.07,0.8,0.12,0.13,0.18,0.28,0.18,0.6,0.57,0.31,0.25,0.82,0.63,0.87,0.43,0.32,0.12,0.03,0.02,0.04,0.02,0.0,0.0,0.03,0.0,0.0,0.04,0.06,0.0,0.02,0.04,0.0,0.05,0.07,0.04,0.0,0.03,0.0,0.0,0.0
231126,25.2941,-80.9878,156,1044,0.38,0.1,0.07,0.57,0.2,0.13,0.24,0.26,0.2,0.67,0.54,0.24,0.28,0.83,0.67,0.86,0.42,0.12,0.16,0.11,0.02,0.03,0.02,0.01,0.0,0.01,0.05,0.0,0.05,0.02,0.07,0.0,0.03,0.07,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0
