Id,Hrapx,Hrapy,Lat,Lon,Globvalue
22582,532,24,25.2737,-100.2318,0.00
22583,533,24,25.2710,-100.1958,0.00
22584,534,24,25.2682,-100.1597,0.00
22585,535,24,25.2654,-100.1236,0.00
22586,536,24,25.2626,-100.0875,0.00
24157,531,25,25.3090,-100.2650,0.00
24158,532,25,25.3063,-100.2288,0.00
24159,533,25,25.3036,-100.1927,0.00
24160,534,25,25.3008,-100.1566,0.00
24161,535,25,25.2981,-100.1205,0.00
24162,536,25,25.2953,-100.0844,0.00
24163,537,25,25.2925,-100.0483,0.00
25732,530,26,25.3444,-100.2981,0.00
25733,531,26,25.3417,-100.2620,0.00
25734,532,26,25.3390,-100.2258,0.00
25735,533,26,25.3363,-100.1897,0.01
25736,534,26,25.3335,-100.1536,0.01
25737,535,26,25.3307,-100.1174,0.01
25738,536,26,25.3279,-100.0813,0.00
25739,537,26,25.3251,-100.0452,0.00
25740,538,26,25.3223,-100.0091,0.00
27307,529,27,25.3798,-100.3313,0.00
27308,530,27,25.3771,-100.2951,0.00
27309,531,27,25.3744,-100.2590,0.00
27310,532,27,25.3717,-100.2228,0.01
27311,533,27,25.3689,-100.1866,0.01
27312,534,27,25.3662,-100.1505,0.01
27313,535,27,25.3634,-100.1143,0.01
27314,536,27,25.3606,-100.0782,0.01
27315,537,27,25.3577,-100.0420,0.00
27316,538,27,25.3549,-100.0059,0.00
27317,539,27,25.3520,-99.9698,0.00
28883,529,28,25.4124,-100.3283,0.00
28884,530,28,25.4098,-100.2921,0.00
28885,531,28,25.4071,-100.2560,0.01
28886,532,28,25.4043,-100.2198,0.01
28887,533,28,25.4016,-100.1836,0.01
28888,534,28,25.3988,-100.1474,0.01
28889,535,28,25.3960,-100.1112,0.01
28890,536,28,25.3932,-100.0751,0.01
28891,537,28,25.3904,-100.0389,0.01
28892,538,28,25.3876,-100.0027,0.00
28893,539,28,25.3847,-99.9666,0.00
30459,529,29,25.4451,-100.3254,0.00
30460,530,29,25.4425,-100.2892,0.00
30461,531,29,25.4397,-100.2530,0.00
30462,532,29,25.4370,-100.2167,0.01
30463,533,29,25.4343,-100.1805,0.01
30464,534,29,25.4315,-100.1443,0.04
30465,535,29,25.4287,-100.1081,0.01
30466,536,29,25.4259,-100.0720,0.01
30467,537,29,25.4231,-100.0358,0.01
30468,538,29,25.4202,-99.9996,0.00
30469,539,29,25.4174,-99.9634,0.00
32035,529,30,25.4778,-100.3224,0.00
32036,530,30,25.4752,-100.2862,0.00
32037,531,30,25.4725,-100.2499,0.00
32038,532,30,25.4697,-100.2137,0.01
32039,533,30,25.4670,-100.1775,0.01
32040,534,30,25.4642,-100.1413,0.01
32041,535,30,25.4614,-100.1050,0.01
32042,536,30,25.4586,-100.0688,0.01
32043,537,30,25.4558,-100.0326,0.01
32044,538,30,25.4529,-99.9964,0.00
32045,539,30,25.4501,-99.9602,0.00
33611,529,31,25.5106,-100.3195,0.00
33612,530,31,25.5079,-100.2832,0.00
33613,531,31,25.5052,-100.2469,0.00
33614,532,31,25.5024,-100.2107,0.00
33615,533,31,25.4997,-100.1744,0.01
33616,534,31,25.4969,-100.1382,0.01
33617,535,31,25.4941,-100.1019,0.01
33618,536,31,25.4913,-100.0657,0.01
33619,537,31,25.4885,-100.0295,0.00
33620,538,31,25.4856,-99.9932,0.00
33621,539,31,25.4827,-99.9570,0.00
35188,530,32,25.5406,-100.2802,0.00
35189,531,32,25.5379,-100.2439,0.00
35190,532,32,25.5352,-100.2076,0.00
35191,533,32,25.5324,-100.1714,0.01
35192,534,32,25.5296,-100.1351,0.01
35193,535,32,25.5268,-100.0988,0.01
35194,536,32,25.5240,-100.0626,0.00
35195,537,32,25.5212,-100.0263,0.00
35196,538,32,25.5183,-99.9901,0.00
36765,531,33,25.5706,-100.2409,0.00
36766,532,33,25.5679,-100.2046,0.00
36767,533,33,25.5651,-100.1683,0.00
36768,534,33,25.5624,-100.1320,0.00
36769,535,33,25.5596,-100.0957,0.00
36770,536,33,25.5567,-100.0594,0.00
36771,537,33,25.5539,-100.0232,0.00
38342,532,34,25.6006,-100.2016,0.00
38343,533,34,25.5979,-100.1652,0.00
38344,534,34,25.5951,-100.1289,0.00
38345,535,34,25.5923,-100.0926,0.00
38346,536,34,25.5895,-100.0563,0.00
172793,1023,119,24.4588,-82.2087,0.33
172794,1024,119,24.4462,-82.1759,0.30
174367,1021,120,24.5139,-82.2607,0.43
174368,1022,120,24.5013,-82.2278,0.43
174369,1023,120,24.4887,-82.1949,0.38
174370,1024,120,24.4761,-82.1620,0.41
174371,1025,120,24.4635,-82.1292,0.43
174372,1026,120,24.4509,-82.0963,0.29
175942,1020,121,24.5564,-82.2798,0.61
175943,1021,121,24.5438,-82.2469,0.58
175944,1022,121,24.5313,-82.2140,0.49
175945,1023,121,24.5187,-82.1811,0.41
175946,1024,121,24.5061,-82.1482,0.43
175947,1025,121,24.4935,-82.1153,0.36
175948,1026,121,24.4808,-82.0824,0.36
175949,1027,121,24.4682,-82.0496,0.27
175950,1028,121,24.4555,-82.0168,0.14
175951,1029,121,24.4428,-81.9839,0.11
177517,1019,122,24.5989,-82.2990,1.04
177518,1020,122,24.5864,-82.2660,0.74
177519,1021,122,24.5738,-82.2331,0.67
177520,1022,122,24.5612,-82.2001,0.53
177521,1023,122,24.5486,-82.1672,0.46
177522,1024,122,24.5360,-82.1343,0.51
177523,1025,122,24.5234,-82.1014,0.46
177524,1026,122,24.5107,-82.0685,0.41
177525,1027,122,24.4981,-82.0357,0.29
177526,1028,122,24.4854,-82.0028,0.19
177527,1029,122,24.4727,-81.9700,0.13
177528,1030,122,24.4600,-81.9372,0.11
177529,1031,122,24.4473,-81.9044,0.10
177530,1032,122,24.4345,-81.8716,0.12
177531,1033,122,24.4218,-81.8388,0.10
179093,1019,123,24.6289,-82.2852,1.06
179094,1020,123,24.6163,-82.2522,0.99
179095,1021,123,24.6038,-82.2192,0.70
179096,1022,123,24.5912,-82.1863,0.65
179097,1023,123,24.5786,-82.1533,0.56
179098,1024,123,24.5659,-82.1204,0.57
179099,1025,123,24.5533,-82.0875,0.48
179100,1026,123,24.5406,-82.0546,0.50
179101,1027,123,24.5280,-82.0217,0.34
179102,1028,123,24.5153,-81.9889,0.28
179103,1029,123,24.5026,-81.9560,0.16
179104,1030,123,24.4899,-81.9232,0.12
179105,1031,123,24.4771,-81.8904,0.10
179106,1032,123,24.4644,-81.8576,0.10
179107,1033,123,24.4516,-81.8248,0.10
