Id,Hrapx,Hrapy,Lat,Lon,Globvalue
193291,1033,132,24.7204,-81.6979,0.01
196444,1034,134,24.7673,-81.6366,0.01
198021,1035,135,24.7842,-81.5894,0.01
199596,1034,136,24.8271,-81.6081,0.02
199597,1035,136,24.8141,-81.5752,0.01
201173,1035,137,24.8440,-81.5609,0.03
202749,1035,138,24.8740,-81.5466,0.03
202750,1036,138,24.8610,-81.5136,0.02
204326,1036,139,24.8909,-81.4993,0.06
204327,1037,139,24.8779,-81.4663,0.02
215364,1042,146,25.0216,-81.2004,0.04
215365,1043,146,25.0084,-81.1674,0.01
216938,1040,147,25.0778,-81.2518,0.02
216939,1041,147,25.0647,-81.2188,0.04
216940,1042,147,25.0515,-81.1858,0.05
216941,1043,147,25.0383,-81.1528,0.02
218512,1038,148,25.1341,-81.3034,0.02
218513,1039,148,25.1209,-81.2703,0.05
218514,1040,148,25.1077,-81.2373,0.05
218515,1041,148,25.0946,-81.2043,0.02
218516,1042,148,25.0814,-81.1712,0.05
218517,1043,148,25.0682,-81.1382,0.03
218518,1044,148,25.0549,-81.1053,0.01
220089,1039,149,25.1508,-81.2558,0.03
220090,1040,149,25.1377,-81.2227,0.07
220091,1041,149,25.1245,-81.1897,0.03
220092,1042,149,25.1113,-81.1567,0.03
220093,1043,149,25.0980,-81.1236,0.04
220094,1044,149,25.0848,-81.0906,0.02
221664,1038,150,25.1940,-81.2743,0.01
221665,1039,150,25.1808,-81.2412,0.01
221666,1040,150,25.1676,-81.2082,0.06
221667,1041,150,25.1544,-81.1751,0.06
221668,1042,150,25.1412,-81.1420,0.03
221669,1043,150,25.1279,-81.1090,0.04
221670,1044,150,25.1147,-81.0760,0.02
223240,1038,151,25.2239,-81.2598,0.02
223241,1039,151,25.2107,-81.2267,0.02
223242,1040,151,25.1975,-81.1936,0.04
223243,1041,151,25.1843,-81.1605,0.07
223244,1042,151,25.1711,-81.1274,0.06
223245,1043,151,25.1578,-81.0944,0.06
223246,1044,151,25.1446,-81.0614,0.03
224817,1039,152,25.2407,-81.2121,0.02
224818,1040,152,25.2275,-81.1790,0.02
224819,1041,152,25.2142,-81.1459,0.07
224820,1042,152,25.2010,-81.1128,0.10
224821,1043,152,25.1877,-81.0797,0.05
224822,1044,152,25.1745,-81.0467,0.03
224823,1045,152,25.1612,-81.0137,0.02
226393,1039,153,25.2706,-81.1975,0.02
226394,1040,153,25.2574,-81.1643,0.03
226395,1041,153,25.2442,-81.1312,0.04
226396,1042,153,25.2309,-81.0981,0.08
226397,1043,153,25.2177,-81.0651,0.06
226398,1044,153,25.2044,-81.0320,0.06
226399,1045,153,25.1911,-80.9990,0.02
227969,1039,154,25.3006,-81.1828,0.01
227970,1040,154,25.2874,-81.1497,0.03
227971,1041,154,25.2741,-81.1166,0.02
227972,1042,154,25.2609,-81.0835,0.07
227973,1043,154,25.2476,-81.0504,0.06
227974,1044,154,25.2343,-81.0173,0.03
227975,1045,154,25.2210,-80.9842,0.04
229541,1035,155,25.3834,-81.3010,0.01
229542,1036,155,25.3702,-81.2678,0.03
229546,1040,155,25.3173,-81.1350,0.02
229547,1041,155,25.3041,-81.1019,0.04
229548,1042,155,25.2908,-81.0688,0.04
229549,1043,155,25.2775,-81.0357,0.04
229550,1044,155,25.2642,-81.0026,0.04
229551,1045,155,25.2509,-80.9695,0.04
229552,1046,155,25.2375,-80.9365,0.02
231118,1036,156,25.4003,-81.2532,0.02
231119,1037,156,25.3870,-81.2199,0.02
231120,1038,156,25.3738,-81.1867,0.02
231123,1041,156,25.3340,-81.0872,0.04
231124,1042,156,25.3207,-81.0541,0.05
231125,1043,156,25.3074,-81.0210,0.03
231126,1044,156,25.2941,-80.9878,0.03
231127,1045,156,25.2808,-80.9548,0.02
231128,1046,156,25.2674,-80.9217,0.02
232694,1036,157,25.4303,-81.2385,0.01
232695,1037,157,25.4171,-81.2053,0.04
232696,1038,157,25.4038,-81.1721,0.01
232699,1041,157,25.3640,-81.0725,0.01
232700,1042,157,25.3507,-81.0394,0.05
232701,1043,157,25.3374,-81.0062,0.04
232702,1044,157,25.3240,-80.9731,0.03
232703,1045,157,25.3107,-80.9400,0.02
232704,1046,157,25.2973,-80.9069,0.02
234271,1037,158,25.4471,-81.1906,0.02
234272,1038,158,25.4338,-81.1574,0.04
234273,1039,158,25.4205,-81.1242,0.04
234276,1042,158,25.3806,-81.0246,0.03
234277,1043,158,25.3673,-80.9915,0.04
234278,1044,158,25.3540,-80.9583,0.02
234279,1045,158,25.3406,-80.9252,0.02
234282,1048,158,25.3004,-80.8260,0.01
235848,1038,159,25.4638,-81.1427,0.04
235849,1039,159,25.4505,-81.1095,0.04
235852,1042,159,25.4106,-81.0099,0.02
235853,1043,159,25.3973,-80.9767,0.03
235854,1044,159,25.3839,-80.9435,0.05
